Gender,Event,Location,Year,Medal,Name,Nationality,Result
M,10000m,Melbourne,1956,Bronze,Allan LAWRENCE,AUS,28:53.6
M,110m Hurdles,Melbourne,1956,Gold,Lee CALHOUN,USA,13.5
M,110m Hurdles,Melbourne,1956,Silver,Jack DAVIS,USA,13.5
M,110m Hurdles,Melbourne,1956,Bronze,Joel SHANKLE,USA,14.1
W,80m Hurdles,Melbourne,1956,Gold,Shirley STRICKLAND,AUS,10.7
W,80m Hurdles,Melbourne,1956,Silver,Gisela KOHLER,EUA,10.9
W,80m Hurdles,Melbourne,1956,Bronze,Norma THROWER,AUS,11
M,400m Hurdles,Melbourne,1956,Gold,Glenn DAVIS,USA,50.1
M,400m Hurdles,Melbourne,1956,Silver,Eddie SOUTHERN,USA,50.8
M,400m Hurdles,Melbourne,1956,Bronze,Joshua CULBREATH,USA,51.6
M,3000m Steeplechase,Melbourne,1956,Gold,Chris BRASHER,GBR,08:41.2
M,3000m Steeplechase,Melbourne,1956,Silver,Sandor ROZSNYOI,HUN,08:43.6
M,3000m Steeplechase,Melbourne,1956,Bronze,Ernst LARSEN,NOR,08:44.0
M,Marathon,Melbourne,1956,Gold,Alain MIMOUN,FRA,02:25:00
M,Marathon,Melbourne,1956,Silver,Franjo MIHALIC,YUG,02:26:32
M,Marathon,Melbourne,1956,Bronze,Veikko KARVONEN,FIN,02:27:47
M,20km Race Walk,Melbourne,1956,Gold,Leonid SPIRIN,URS,31:27.4
M,20km Race Walk,Melbourne,1956,Silver,Antanas MIKENAS,URS,32:03.0
M,20km Race Walk,Melbourne,1956,Bronze,Bruno JUNK,URS,32:12.0
M,50km Race Walk,Melbourne,1956,Gold,Norman READ,NZL,30:42.8
M,50km Race Walk,Melbourne,1956,Silver,Yevgeniy MASKINSKOV,URS,32:57.0
M,50km Race Walk,Melbourne,1956,Bronze,John LJUNGGREN,SWE,35:02.0
M,High Jump,Melbourne,1956,Gold,Charles DUMAS,USA,2.12
M,High Jump,Melbourne,1956,Silver,Chilla PORTER,AUS,2.1
M,High Jump,Melbourne,1956,Bronze,Igor KASHKAROV,URS,2.08
W,High Jump,Melbourne,1956,Gold,Mildred MCDANIEL,USA,1.76
W,High Jump,Melbourne,1956,Silver,Thelma HOPKINS,GBR,1.67
W,High Jump,Melbourne,1956,Silver,Maria PISAREVA,URS,1.67
M,Pole Vault,Melbourne,1956,Gold,Bob RICHARDS,USA,4.56
M,Pole Vault,Melbourne,1956,Silver,Bob GUTOWSKI,USA,4.53
M,Pole Vault,Melbourne,1956,Bronze,Georgios ROUBANIS,GRE,4.5
M,Long Jump,Melbourne,1956,Gold,Greg BELL,USA,7.83
M,Long Jump,Melbourne,1956,Silver,John BENNETT,USA,7.68
M,Long Jump,Melbourne,1956,Bronze,Jorma VALKAMA,FIN,7.48
W,Long Jump,Melbourne,1956,Gold,Elzbieta KRZESINSKA,POL,6.35
W,Long Jump,Melbourne,1956,Silver,Willye WHITE,USA,6.09
W,Long Jump,Melbourne,1956,Bronze,Nadezhda DVALISHVILI,URS,6.07
M,Triple Jump,Melbourne,1956,Gold,Adhemar DA SILVA,BRA,16.35
M,Triple Jump,Melbourne,1956,Silver,Vilhjalmur EINARSSON,ISL,16.26
M,Triple Jump,Melbourne,1956,Bronze,Vitold KREYER,URS,16.02
M,Shot Put,Melbourne,1956,Gold,Parry O'BRIEN,USA,18.57
M,Shot Put,Melbourne,1956,Silver,Bill NIEDER,USA,18.18
M,Shot Put,Melbourne,1956,Bronze,Jiri SKOBLA,TCH,17.65
W,Shot Put,Melbourne,1956,Gold,Tamara TYSHKEVICH,URS,16.59
W,Shot Put,Melbourne,1956,Silver,Galina ZYBINA,URS,16.53
W,Shot Put,Melbourne,1956,Bronze,Marianne WERNER,EUA,15.61
M,Discus Throw,Melbourne,1956,Gold,Al OERTER,USA,56.36
M,Discus Throw,Melbourne,1956,Silver,Fortune GORDIEN,USA,54.81
M,Discus Throw,Melbourne,1956,Bronze,Des KOCH,USA,54.4
W,Discus Throw,Melbourne,1956,Gold,Olga FIKOTOVA,TCH,53.69
W,Discus Throw,Melbourne,1956,Silver,Irina BEGLYAKOVA,URS,52.54
W,Discus Throw,Melbourne,1956,Bronze,Nina PONOMARYOVA,URS,52.02
M,Hammer Throw,Melbourne,1956,Gold,Hal CONNOLLY,USA,63.19
M,Hammer Throw,Melbourne,1956,Silver,Mikhail KRIVONOSOV,URS,63.03
M,Hammer Throw,Melbourne,1956,Bronze,Anatoli SAMOTSVETOV,URS,62.56
M,Javelin Throw,Melbourne,1956,Gold,Egil DANIELSEN,NOR,85.71
M,Javelin Throw,Melbourne,1956,Silver,Janusz SIDLO,POL,79.98
M,Javelin Throw,Melbourne,1956,Bronze,Viktor TSYBULENKO,URS,79.5
W,Javelin Throw,Melbourne,1956,Gold,Inese JAUNZEME,URS,53.86
W,Javelin Throw,Melbourne,1956,Silver,Marlene AHRENS,CHI,50.38
W,Javelin Throw,Melbourne,1956,Bronze,Nadezhda KONYAYEVA,URS,50.28
M,100m,Helsinki,1952,Gold,Lindy REMIGINO,USA,10.4
M,100m,Helsinki,1952,Silver,Herb MCKENLEY,JAM,10.4
M,100m,Helsinki,1952,Bronze,McDonald BAILEY,GBR,10.4
W,100m,Helsinki,1952,Gold,Marjorie JACKSON,AUS,11.5
W,100m,Helsinki,1952,Silver,Bertha BROUWER,NED,11.9
W,100m,Helsinki,1952,Bronze,Nadezhda KHNYKINA,URS,11.9
M,200m,Helsinki,1952,Gold,Andy STANFIELD,USA,20.7
M,200m,Helsinki,1952,Silver,Thane BAKER,USA,20.8
M,200m,Helsinki,1952,Bronze,James GATHERS,USA,20.8
W,200m,Helsinki,1952,Gold,Marjorie JACKSON,AUS,23.7
W,200m,Helsinki,1952,Silver,Puck BROUWER,NED,24.2
W,200m,Helsinki,1952,Bronze,Nadezhda KHNYKINA,URS,24.2
M,400m,Helsinki,1952,Gold,George RHODEN,JAM,45.9
M,400m,Helsinki,1952,Silver,Herb MCKENLEY,JAM,45.9
M,400m,Helsinki,1952,Bronze,Ollie MATSON,USA,46.8
M,800m,Helsinki,1952,Gold,Mal WHITFIELD,USA,01:49.2
M,800m,Helsinki,1952,Silver,Arthur WINT,JAM,01:49.4
M,800m,Helsinki,1952,Bronze,Heinz ULZHEIMER,GER,01:49.7
M,1500m,Helsinki,1952,Gold,Josy BARTHEL,LUX,03:45.1
M,1500m,Helsinki,1952,Silver,Bob MCMILLEN,USA,03:45.2
M,1500m,Helsinki,1952,Bronze,Werner LUEG,GER,03:45.4
M,5000m,Helsinki,1952,Gold,Emil ZATOPEK,TCH,14:06.6
M,5000m,Helsinki,1952,Silver,Alain MIMOUN,FRA,14:07.4
M,5000m,Helsinki,1952,Bronze,Herbert SCHADE,GER,14:08.6
M,10000m,Helsinki,1952,Gold,Emil ZATOPEK,TCH,29:17.0
M,10000m,Helsinki,1952,Silver,Alain MIMOUN,FRA,29:32.8
M,10000m,Helsinki,1952,Bronze,Aleksandr ANUFRIYEV,URS,29:48.2
M,110m Hurdles,Helsinki,1952,Gold,Harrison DILLARD,USA,13.7
M,110m Hurdles,Helsinki,1952,Silver,Jack DAVIS,USA,13.7
M,110m Hurdles,Helsinki,1952,Bronze,Arthur BARNARD,USA,14.1
W,80m Hurdles,Helsinki,1952,Gold,Shirley STRICKLAND,AUS,10.9
W,80m Hurdles,Helsinki,1952,Silver,Mariya GOLUBNICHAYA,URS,11.1
W,80m Hurdles,Helsinki,1952,Bronze,Maria SANDER,GER,11.1
M,400m Hurdles,Helsinki,1952,Gold,Charles MOORE,USA,50.8
M,400m Hurdles,Helsinki,1952,Silver,Yuriy LITUYEV,URS,51.3
M,400m Hurdles,Helsinki,1952,Bronze,John HOLLAND,NZL,52.2
M,3000m Steeplechase,Helsinki,1952,Gold,Horace ASHENFELTER,USA,08:45.4
M,3000m Steeplechase,Helsinki,1952,Silver,Vladimir KAZANTSEV,URS,08:51.6
M,3000m Steeplechase,Helsinki,1952,Bronze,John DISLEY,GBR,08:51.8
M,Marathon,Helsinki,1952,Gold,Emil ZATOPEK,TCH,23:03.2
M,Marathon,Helsinki,1952,Silver,Reinaldo GORNO,ARG,25:35.0
M,Marathon,Helsinki,1952,Bronze,Gustaf JANSSON,SWE,26:07.0
M,10km Race Walk,Helsinki,1952,Gold,John MIKAELSSON,SWE,45:02.8
M,10km Race Walk,Helsinki,1952,Silver,Fritz SCHWAB,SUI,45:41.0
M,10km Race Walk,Helsinki,1952,Bronze,Bruno JUNK,URS,45:41.0
M,50km Race Walk,Helsinki,1952,Gold,Pino DORDONI,ITA,28:07.8
M,50km Race Walk,Helsinki,1952,Silver,Josef DOLEZAL,TCH,30:17.8
M,50km Race Walk,Helsinki,1952,Bronze,Antal ROKA,HUN,31:27.2
M,High Jump,Helsinki,1952,Gold,Buddy DAVIS,USA,2.04
M,High Jump,Helsinki,1952,Silver,Ken WIESNER,USA,2.01
M,High Jump,Helsinki,1952,Bronze,Jose DA CONCEICAO,BRA,1.98
W,High Jump,Helsinki,1952,Gold,Esther BRAND,RSA,1.67
W,High Jump,Helsinki,1952,Silver,Sheila LERWILL,GBR,1.65
W,High Jump,Helsinki,1952,Bronze,Aleksandra CHUDINA,URS,1.63
M,Pole Vault,Helsinki,1952,Gold,Bob RICHARDS,USA,4.55
M,Pole Vault,Helsinki,1952,Silver,Don LAZ,USA,4.5
M,Pole Vault,Helsinki,1952,Bronze,Ragnar LUNDBERG,SWE,4.4
M,Long Jump,Helsinki,1952,Gold,Jerome BIFFLE,USA,7.57
M,Long Jump,Helsinki,1952,Silver,Meredith GOURDINE,USA,7.53
M,Long Jump,Helsinki,1952,Bronze,Odon FOLDESSY,HUN,7.3
W,Long Jump,Helsinki,1952,Gold,Yvette WILLIAMS,NZL,6.24
W,Long Jump,Helsinki,1952,Silver,Aleksandra CHUDINA,URS,6.14
W,Long Jump,Helsinki,1952,Bronze,Shirley CAWLEY,GBR,5.92
M,Triple Jump,Helsinki,1952,Gold,Adhemar DA SILVA,BRA,16.22
M,Triple Jump,Helsinki,1952,Silver,Leonid SHCHERBAKOV,URS,15.98
M,Triple Jump,Helsinki,1952,Bronze,Arnoldo DEVONISH,VEN,15.52
M,Shot Put,Helsinki,1952,Gold,Parry O'BRIEN,USA,17.41
M,Shot Put,Helsinki,1952,Silver,Darrow HOOPER,USA,17.39
M,Shot Put,Helsinki,1952,Bronze,Jim FUCHS,USA,17.06
W,Shot Put,Helsinki,1952,Gold,Galina ZYBINA,URS,15.28
W,Shot Put,Helsinki,1952,Silver,Marianne WERNER,GER,14.57
W,Shot Put,Helsinki,1952,Bronze,Klavdiya TOCHONOVA,URS,14.5
M,Discus Throw,Helsinki,1952,Gold,Sim INESS,USA,55.03
M,Discus Throw,Helsinki,1952,Silver,Adolfo CONSOLINI,ITA,53.78
M,Discus Throw,Helsinki,1952,Bronze,James DILLION,USA,53.28
W,Discus Throw,Helsinki,1952,Gold,Nina ROMASHKOVA,URS,51.42
W,Discus Throw,Helsinki,1952,Silver,Yelisaveta BAGRYANTSEVA,URS,47.08
W,Discus Throw,Helsinki,1952,Bronze,Nina DUMBADZE,URS,46.29
M,Hammer Throw,Helsinki,1952,Gold,Jozsef CSERMAK,HUN,60.34
M,Hammer Throw,Helsinki,1952,Silver,Karl STORCH,GER,58.86
M,Hammer Throw,Helsinki,1952,Bronze,Imre NEMETH,HUN,57.74
M,Javelin Throw,Helsinki,1952,Gold,Cy YOUNG,USA,73.78
M,Javelin Throw,Helsinki,1952,Silver,Bill MILLER,USA,72.46
M,Javelin Throw,Helsinki,1952,Bronze,Toivo HYYTIANEN,FIN,71.89
W,Javelin Throw,Helsinki,1952,Gold,Dana ZATOPKOVA,TCH,50.47
W,Javelin Throw,Helsinki,1952,Silver,Aleksandra CHUDINA,URS,50.01
W,Javelin Throw,Helsinki,1952,Bronze,Yelena GORCHAKOVA,URS,49.76
M,100m,London,1948,Gold,Harrison DILLARD,USA,10.3
M,100m,London,1948,Silver,Barney EWELL,USA,10.4
M,100m,London,1948,Bronze,Lloyd LABEACH,PAN,10.6
W,100m,London,1948,Gold,Fanny BLANKERS-KOEN,NED,11.9
W,100m,London,1948,Silver,Dorothy MANLEY,GBR,12.2
W,100m,London,1948,Bronze,Shirley STRICKLAND,AUS,12.2
M,200m,London,1948,Gold,Mel PATTON,USA,21.1
M,200m,London,1948,Silver,Barney EWELL,USA,21.1
M,200m,London,1948,Bronze,Lloyd LABEACH,PAN,21.2
W,200m,London,1948,Gold,Fanny BLANKERS-KOEN,NED,24.4
W,200m,London,1948,Silver,Audrey WILLIAMSON,GBR,25.1
W,200m,London,1948,Bronze,Audrey PATTERSON,USA,25.2
M,400m,London,1948,Gold,Arthur WINT,JAM,46.2
M,400m,London,1948,Silver,Herb MCKENLEY,JAM,46.4
M,400m,London,1948,Bronze,Mal WHITFIELD,USA,46.9
M,800m,London,1948,Gold,Mal WHITFIELD,USA,01:49.2
M,800m,London,1948,Silver,Arthur WINT,JAM,01:49.5
M,800m,London,1948,Bronze,Marcel HANSENNE,FRA,01:49.8
M,1500m,London,1948,Gold,Henry ERIKSSON,SWE,03:49.8
M,1500m,London,1948,Silver,Lennart STRAND,SWE,03:50.4
M,1500m,London,1948,Bronze,Wim SLIJKHUIS,NED,03:50.4
M,5000m,London,1948,Gold,Gaston REIFF,BEL,14:17.6
M,5000m,London,1948,Silver,Emil ZATOPEK,TCH,14:17.8
M,5000m,London,1948,Bronze,Wim SLIJKHUIS,NED,14:26.8
M,10000m,London,1948,Gold,Emil ZATOPEK,TCH,29:59.6
M,10000m,London,1948,Silver,Alain MIMOUN,FRA,30:47.4
M,10000m,London,1948,Bronze,Bertil ALBERTSSON,SWE,30:53.6
M,110m Hurdles,London,1948,Gold,William PORTER,USA,13.9
M,110m Hurdles,London,1948,Silver,Clyde SCOTT,USA,14.1
M,110m Hurdles,London,1948,Bronze,Craig DIXON,USA,14.1
W,80m Hurdles,London,1948,Gold,Fanny BLANKERS-KOEN,NED,11.2
W,80m Hurdles,London,1948,Silver,Maureen GARDNER,GBR,11.2
W,80m Hurdles,London,1948,Bronze,Shirley STRICKLAND,AUS,11.4
M,400m Hurdles,London,1948,Gold,Roy COCHRAN,USA,51.1
M,400m Hurdles,London,1948,Silver,Duncan WHITE,CEY,51.8
M,400m Hurdles,London,1948,Bronze,Rune LARSSON,SWE,52.2
M,3000m Steeplechase,London,1948,Gold,Thore SJOSTRAND,SWE,09:04.6
M,3000m Steeplechase,London,1948,Silver,Erik ELMSATER,SWE,09:08.2
M,3000m Steeplechase,London,1948,Bronze,Gote HAGSTROM,SWE,09:11.8
M,Marathon,London,1948,Gold,Delfo CABRERA,ARG,34:51.6
M,Marathon,London,1948,Silver,Tom RICHARDS,GBR,35:07.6
M,Marathon,London,1948,Bronze,Etienne GAILLY,BEL,35:33.6
M,10km Race Walk,London,1948,Gold,John MIKAELSSON,SWE,45:13.2
M,10km Race Walk,London,1948,Silver,Ingemar JOHANSSON,SWE,45:43.8
M,10km Race Walk,London,1948,Bronze,Fritz SCHWAB,SUI,46:00.2
M,50km Race Walk,London,1948,Gold,John LJUNGGREN,SWE,04:41:52
M,50km Race Walk,London,1948,Silver,Gaston GODEL,SUI,04:48:17
M,50km Race Walk,London,1948,Bronze,Tebbs LLOYD JOHNSON,GBR,04:48:31
M,High Jump,London,1948,Gold,John WINTER,AUS,1.98
M,High Jump,London,1948,Silver,Bjorn PAULSON,NOR,1.95
M,High Jump,London,1948,Bronze,George STANICH,USA,1.95
W,High Jump,London,1948,Gold,Alice COACHMAN,USA,1.68
W,High Jump,London,1948,Silver,Dorothy TYLER,GBR,1.68
W,High Jump,London,1948,Bronze,Micheline OSTERMEYER,FRA,1.61
M,Pole Vault,London,1948,Gold,Guinn SMITH,USA,4.3
M,Pole Vault,London,1948,Silver,Erkki KATAJA,FIN,4.2
M,Pole Vault,London,1948,Bronze,Bob RICHARDS,USA,4.2
M,Long Jump,London,1948,Gold,Willie STEELE,USA,7.82
M,Long Jump,London,1948,Silver,Theo BRUCE,AUS,7.55
M,Long Jump,London,1948,Bronze,Herb DOUGLAS,USA,7.54
W,Long Jump,London,1948,Gold,Olga GYARMATI,HUN,5.69
W,Long Jump,London,1948,Silver,Noemi SIMONETTO,ARG,5.6
W,Long Jump,London,1948,Bronze,Ann-Britt LEYMAN,SWE,5.57
M,Triple Jump,London,1948,Gold,Arne AHMAN,SWE,15.4
M,Triple Jump,London,1948,Silver,George AVERY,AUS,15.36
M,Triple Jump,London,1948,Bronze,Ruhi SARIALP,TUR,15.02
M,Shot Put,London,1948,Gold,Wilbur THOMPSON,USA,17.12
M,Shot Put,London,1948,Silver,Jim DELANEY,USA,16.68
M,Shot Put,London,1948,Bronze,Jim FUCHS,USA,16.42
W,Shot Put,London,1948,Gold,Micheline OSTERMEYER,FRA,13.75
W,Shot Put,London,1948,Silver,Amelia PICCININI,ITA,13.09
W,Shot Put,London,1948,Bronze,Ingeborg MELLO,AUT,13.08
M,Discus Throw,London,1948,Gold,Adolfo CONSOLINI,ITA,52.78
M,Discus Throw,London,1948,Silver,Giuseppe TOSI,ITA,51.78
M,Discus Throw,London,1948,Bronze,Fortune GORDIEN,USA,50.77
W,Discus Throw,London,1948,Gold,Micheline OSTERMEYER,FRA,41.92
W,Discus Throw,London,1948,Silver,Edera CORDIALE,ITA,41.17
W,Discus Throw,London,1948,Bronze,Jacqueline MAZEAS,FRA,40.47
M,Hammer Throw,London,1948,Gold,Imre NEMETH,HUN,56.07
M,Hammer Throw,London,1948,Silver,Ivan GUBIJAN,YUG,54.27
M,Hammer Throw,London,1948,Bronze,Bob BENNETT,USA,53.73
M,Javelin Throw,London,1948,Gold,Tapio RAUTAVAARA,FIN,69.77
M,Javelin Throw,London,1948,Silver,Steve SEYMOUR,USA,67.56
M,Javelin Throw,London,1948,Bronze,Jozsef VARSZEGI,HUN,67.03
W,Javelin Throw,London,1948,Gold,Herma BAUMA,AUT,45.57
W,Javelin Throw,London,1948,Silver,Kaisa PARVIAINEN,FIN,43.79
W,Javelin Throw,London,1948,Bronze,Lily CARLSTEDT,DEN,42.08
M,100m,Berlin,1936,Gold,Jesse OWENS,USA,10.3
M,100m,Berlin,1936,Silver,Ralph METCALFE,USA,10.4
M,100m,Berlin,1936,Bronze,Tinus OSENDARP,NED,10.5
W,100m,Berlin,1936,Gold,Helen STEPHENS,USA,11.5
W,100m,Berlin,1936,Silver,Stanislawa WALASIEWICZ,POL,11.7
W,100m,Berlin,1936,Bronze,Kathe KRAUSS,GER,11.9
M,200m,Berlin,1936,Gold,Jesse OWENS,USA,20.7
M,200m,Berlin,1936,Silver,Mack ROBINSON,USA,21.1
M,200m,Berlin,1936,Bronze,Tinus OSENDARP,NED,21.3
M,400m,Berlin,1936,Gold,Archie WILLIAMS,USA,46.5
M,400m,Berlin,1936,Silver,Godfrey BROWN,GBR,46.7
M,400m,Berlin,1936,Bronze,James LUVALLE,USA,46.8
M,800m,Berlin,1936,Gold,John WOODRUFF,USA,01:52.9
M,800m,Berlin,1936,Silver,Mario LANZI,ITA,01:53.3
M,800m,Berlin,1936,Bronze,Phil EDWARDS,CAN,01:53.6
M,1500m,Berlin,1936,Gold,Jack LOVELOCK,NZL,03:47.8
M,1500m,Berlin,1936,Silver,Glenn CUNNINGHAM,USA,03:48.4
M,1500m,Berlin,1936,Bronze,Luigi BECCALI,ITA,03:49.2
M,5000m,Berlin,1936,Gold,Gunnar HOCKERT,FIN,14:22.2
M,5000m,Berlin,1936,Silver,Lauri LEHTINEN,FIN,14:25.8
M,5000m,Berlin,1936,Bronze,Henry JONSSON,SWE,14:29.0
M,10000m,Berlin,1936,Gold,Ilmari SALMINEN,FIN,30:15.4
M,10000m,Berlin,1936,Silver,Arvo ASKOLA,FIN,30:15.6
M,10000m,Berlin,1936,Bronze,Volmari ISO-HOLLO,FIN,30:20.2
M,110m Hurdles,Berlin,1936,Gold,Forrest TOWNS,USA,14.2
M,110m Hurdles,Berlin,1936,Silver,Don FINLAY,GBR,14.4
M,110m Hurdles,Berlin,1936,Bronze,Fritz POLLARD,USA,14.4
W,80m Hurdles,Berlin,1936,Gold,Trebisonda VALLA,ITA,11.7
W,80m Hurdles,Berlin,1936,Silver,Anni STEUER,GER,11.7
W,80m Hurdles,Berlin,1936,Bronze,Betty TAYLOR,CAN,11.7
M,400m Hurdles,Berlin,1936,Gold,Glenn HARDIN,USA,52.4
M,400m Hurdles,Berlin,1936,Silver,John LOARING,CAN,52.7
M,400m Hurdles,Berlin,1936,Bronze,Miguel WHITE,PHI,52.8
M,3000m Steeplechase,Berlin,1936,Gold,Volmari ISO-HOLLO,FIN,09:03.8
M,3000m Steeplechase,Berlin,1936,Silver,Kaarlo TUOMINEN,FIN,09:06.8
M,3000m Steeplechase,Berlin,1936,Bronze,Alfred DOMPERT,GER,09:07.2
M,Marathon,Berlin,1936,Gold,Son KEE-CHUNG,JPN,29:19.2
M,Marathon,Berlin,1936,Silver,Ernie HARPER,GBR,31:23.2
M,Marathon,Berlin,1936,Bronze,Nam SUNG-YONG,JPN,31:42.0
M,50km Race Walk,Berlin,1936,Gold,Harold WHITLOCK,GBR,30:41.4
M,50km Race Walk,Berlin,1936,Silver,Arthur Tell SCHWAB,SUI,32:09.2
M,50km Race Walk,Berlin,1936,Bronze,Adalberts BUBENKO,LAT,32:42.2
M,High Jump,Berlin,1936,Gold,Cornelius JOHNSON,USA,2.03
M,High Jump,Berlin,1936,Silver,Dave ALBRITTON,USA,2
M,High Jump,Berlin,1936,Bronze,Delos THURBER,USA,2
W,High Jump,Berlin,1936,Gold,Ibolya CSAK,HUN,1.6
W,High Jump,Berlin,1936,Silver,Dorothy ODAM,GBR,1.6
W,High Jump,Berlin,1936,Bronze,Elfriede KAUN,GER,1.6
M,Pole Vault,Berlin,1936,Gold,Earle MEADOWS,USA,4.35
M,Pole Vault,Berlin,1936,Silver,Shuhei NISHIDA,JPN,4.25
M,Pole Vault,Berlin,1936,Bronze,Sueo OE,JPN,4.25
M,Long Jump,Berlin,1936,Gold,Jesse OWENS,USA,8.06
M,Long Jump,Berlin,1936,Silver,Lutz LONG,GER,7.87
M,Long Jump,Berlin,1936,Bronze,Naoto TAJIMA,JPN,7.74
M,Triple Jump,Berlin,1936,Gold,Naoto TAJIMA,JPN,16
M,Triple Jump,Berlin,1936,Silver,Masao HARADA,JPN,15.66
M,Triple Jump,Berlin,1936,Bronze,Jack METCALFE,AUS,15.5
M,Shot Put,Berlin,1936,Gold,Hans WOELLKE,GER,16.2
M,Shot Put,Berlin,1936,Silver,Sulo BARLUND,FIN,16.12
M,Shot Put,Berlin,1936,Bronze,Gerhard STOCK,GER,15.66
M,Discus Throw,Berlin,1936,Gold,Ken CARPENTER,USA,50.48
M,Discus Throw,Berlin,1936,Silver,Gordon DUNN,USA,49.36
M,Discus Throw,Berlin,1936,Bronze,Giorgio OBERWEGER,ITA,49.23
W,Discus Throw,Berlin,1936,Gold,Gisela MAUERMAYER,GER,47.63
W,Discus Throw,Berlin,1936,Silver,Jadwiga WAJS,POL,46.22
W,Discus Throw,Berlin,1936,Bronze,Paula MOLLENHAUER,GER,39.8
M,Hammer Throw,Berlin,1936,Gold,Karl HEIN,GER,56.49
M,Hammer Throw,Berlin,1936,Silver,Erwin BLASK,GER,55.04
M,Hammer Throw,Berlin,1936,Bronze,Fred WARNGARD,SWE,54.83
M,Javelin Throw,Berlin,1936,Gold,Gerhard STOCK,GER,71.84
M,Javelin Throw,Berlin,1936,Silver,Yrjo NIKKANEN,FIN,70.77
M,Javelin Throw,Berlin,1936,Bronze,Kalervo TOIVONEN,FIN,70.72
W,Javelin Throw,Berlin,1936,Gold,Tilly FLEISCHER,GER,45.18
W,Javelin Throw,Berlin,1936,Silver,Luise KRUGER,GER,43.29
W,Javelin Throw,Berlin,1936,Bronze,Maria KWASNIEWSKA,POL,41.8
M,100m,Los Angeles,1932,Gold,Eddie TOLAN,USA,10.3
M,100m,Los Angeles,1932,Silver,Ralph METCALFE,USA,10.3
M,100m,Los Angeles,1932,Bronze,Arthur JONATH,GER,10.4
W,100m,Los Angeles,1932,Gold,Stanislawa WALASIEWICZ,POL,11.9
W,100m,Los Angeles,1932,Silver,Hilda STRIKE,CAN,11.9
W,100m,Los Angeles,1932,Bronze,Wilhelmina VON BREMEN,USA,12
M,200m,Los Angeles,1932,Gold,Eddie TOLAN,USA,21.2
M,200m,Los Angeles,1932,Silver,George SIMPSON,USA,21.4
M,200m,Los Angeles,1932,Bronze,Ralph METCALFE,USA,21.5
M,400m,Los Angeles,1932,Gold,Bill CARR,USA,46.2
M,400m,Los Angeles,1932,Silver,Ben EASTMAN,USA,46.4
M,400m,Los Angeles,1932,Bronze,Alex WILSON,CAN,47.4
M,800m,Los Angeles,1932,Gold,Tommy HAMPSON,GBR,01:49.7
M,800m,Los Angeles,1932,Silver,Alex WILSON,CAN,01:49.9
M,800m,Los Angeles,1932,Bronze,Phil EDWARDS,CAN,01:51.5
M,1500m,Los Angeles,1932,Gold,Luigi BECCALI,ITA,03:51.2
M,1500m,Los Angeles,1932,Silver,Jerry CORNES,GBR,03:52.6
M,1500m,Los Angeles,1932,Bronze,Phil EDWARDS,CAN,03:52.8
M,5000m,Los Angeles,1932,Gold,Lauri LEHTINEN,FIN,14:30.0
M,5000m,Los Angeles,1932,Silver,Ralph HILL,USA,14:30.0
M,5000m,Los Angeles,1932,Bronze,Lauri VIRTANEN,FIN,14:44.0
M,10000m,Los Angeles,1932,Gold,Janusz KUSOCINSKI,POL,30:11.4
M,10000m,Los Angeles,1932,Silver,Volmari ISO-HOLLO,FIN,30:12.6
M,10000m,Los Angeles,1932,Bronze,Lasse VIRTANEN,FIN,30:35.0
M,110m Hurdles,Los Angeles,1932,Gold,George SALING,USA,14.6
M,110m Hurdles,Los Angeles,1932,Silver,Percy BEARD,USA,14.7
M,110m Hurdles,Los Angeles,1932,Bronze,Don FINLAY,GBR,14.8
W,80m Hurdles,Los Angeles,1932,Gold,Babe DIDRIKSON,USA,11.7
W,80m Hurdles,Los Angeles,1932,Silver,Evelyne HALL,USA,11.7
W,80m Hurdles,Los Angeles,1932,Bronze,Marjorie CLARK,RSA,11.8
M,400m Hurdles,Los Angeles,1932,Gold,Bob TISDALL,IRL,51.7
M,400m Hurdles,Los Angeles,1932,Silver,Glenn HARDIN,USA,51.9
M,400m Hurdles,Los Angeles,1932,Bronze,Morgan TAYLOR,USA,52
M,3000m Steeplechase,Los Angeles,1932,Gold,Volmari ISO-HOLLO,FIN,10:33.4
M,3000m Steeplechase,Los Angeles,1932,Silver,Tom EVENSON,GBR,10:46.0
M,3000m Steeplechase,Los Angeles,1932,Bronze,Joe MCCLUSKEY,USA,10:46.2
M,Marathon,Los Angeles,1932,Gold,Juan Carlos ZABALA,ARG,02:31:36
M,Marathon,Los Angeles,1932,Silver,Sam FERRIS,GBR,02:31:55
M,Marathon,Los Angeles,1932,Bronze,Armas TOIVONEN,FIN,02:32:12
M,50km Race Walk,Los Angeles,1932,Gold,Tommy GREEN,GBR,04:50:10
M,50km Race Walk,Los Angeles,1932,Silver,Janis DALINS,LAT,04:57:20
M,50km Race Walk,Los Angeles,1932,Bronze,Ugo FRIGERIO,ITA,04:59:06
M,High Jump,Los Angeles,1932,Gold,Duncan MCNAUGHTON,CAN,1.97
M,High Jump,Los Angeles,1932,Silver,Bob VAN OSDEL,USA,1.97
M,High Jump,Los Angeles,1932,Bronze,Simeon TORIBIO,PHI,1.97
W,High Jump,Los Angeles,1932,Gold,Jean SHILEY,USA,1.65
W,High Jump,Los Angeles,1932,Silver,Babe DIDRIKSON,USA,1.65
W,High Jump,Los Angeles,1932,Bronze,Eva DAWES,CAN,1.6
